年度,月份,樣品編號,試驗項目,地點,pH,有機質,P2O5,K2O,CaO,MgO,EC,Fe,Mn,Cu,Zn,Pb,Cd,Ni,Cr,Na,Si
"2014","11","10311044","水稻","池上","6.815","3.7948","49.235","8.518","3542.061","153.444",".358","1018.627","42.953","12.701","5.429","*","*","*","*","*","154.040"
"2014","11","10311045","水稻","池上","6.786","3.496","30.45","4.416","8549.312","187.489",".53","1343.377","129.707","13.498","7.421","*","*","*","*","*","242.078"
"2014","11","10311046","水稻","池上","6.874","3.572","47.655","15.176","3572.209","159.126",".33","1161.127","61.991","12.213","5.694","*","*","*","*","*","187.724"
"2014","11","10311047","水稻","池上","6.800","3.5555","51.605","8.798","4066.862","150.876",".439","990.096","46.903","12.436","5.556","*","*","*","*","*","170.464"
"2014","11","10311048","番荔枝","利吉","6.160","7.8732","504.94","73.346","11750.045","330.918",".344","248.360","106.284","3.156","57.205","3.49","0.04","3.64","2.89","*","*"
"2014","11","10311049","番荔枝","泰安","6.940","3.0452","70.975","59.299","3135.357","570.902",".0408","353.349","68.855","3.421","6.085","2.94","未檢出","3.30","0.05","*","*"
"2014","11","10311050","番荔枝","初鹿","6.634","1.5637","199.1","18.533","1048.361","80.715",".0415","242.114","7.242","6.022","2.683","3.81","未檢出","0.22","未檢出","*","*"
"2014","11","10311051","番荔枝","賓朗","6.573","1.9183","303.67","16.559","2302.963","128.409",".0636","378.585","38.488","9.061","33.266","4.81","未檢出","2.30","未檢出","*","*"
"2014","11","10311052","番荔枝","","6.549","2.4564","134.225","135.639","278.669","48.983",".0675","8.913","11.336","2.395","4.023","6.50","未檢出","0.27","未檢出","*","*"
"2014","11","10311053","番荔枝","","6.524","2.2766","124.025","112.056","478.138","63.066",".0466","9.463","14.052","2.799","2.898","5.79","未檢出","0.20","0.02","*","*"
"2014","11","10311054","番荔枝","","6.558","1.7701","152.69","87.969","1357.172","70.783",".0545","4.589","14.964","1.970","2.244","6.96","未檢出","未檢出","未檢出","*","*"
"2014","11","10311055","番荔枝","","6.576","2.3133","93.55","117.888","537.889","43.152",".0424","未檢出","11.354","1.612","3.029","6.63","未檢出","0.11","未檢出","*","*"
"2014","11","10311056","薑黃","台東市路頂段","6.256","2.8312","87","3.931","2118.868","137.864",".1509","620.090","24.644","13.044","3.859","9.90","未檢出","1.30","0.10","*","*"
"2014","11","10311057","番荔枝","","5.626","2.0664","312.43","32.984","877.076","50.407",".093","522.872","10.330","5.850","2.387","*","*","*","*","*","*"
"2014","11","10311058","番荔枝","","5.143","1.8664","337.53","101.299","907.998","70.029",".371","404.561","24.713","4.257","5.475","*","*","*","*","*","*"
"2014","11","10311059","米","都蘭","5.863","3.1972","35.845","154.920","1675.325","453.756",".0649","63.591","19.611","3.697","1.144","0.11","未檢出","1.15","未檢出","*","*"
"2014","11","10311060","蔬菜","都蘭","5.947","5.037","28.395","271.174","3780.132","805.418",".0685","58.248","74.194","3.740","5.300","0.38","未檢出","1.19","未檢出","*","*"
"2014","11","10311061","蔬菜","都蘭","6.056","3.9556","16.385","134.786","3129.110","914.270",".0573","47.489","45.683","2.980","2.935","0.17","未檢出","1.22","未檢出","*","*"
"2014","11","10311062","臍橙","東河","6.31","3.7989","268.67","316.975","2588.086","284.278",".1153","101.549","59.674","52.072","9.988","*","*","*","*","*","*"
"2014","11","10311063","臍橙","東河","6.45","6.4294","265.45","374.484","5189.080","635.136",".1667","72.718","105.112","85.196","20.181","*","*","*","*","*","*"
"2014","11","10311064","臍橙","東河","6.37","5.5046","204.635","350.983","4039.721","614.054",".1182","75.844","88.777","85.427","21.000","*","*","*","*","*","*"
"2014","11","10311065","臍橙","東河","6.39","4.4708","303.76","256.292","4513.222","413.815",".078","89.504","65.855","130.950","24.478","*","*","*","*","*","*"
"2014","11","10311066","臍橙","東河","6.27","4.3852","194.98","298.209","4297.404","461.531",".0896","100.233","78.970","98.658","17.559","*","*","*","*","*","*"
"2014","11","10311067","臍橙","東河","6.14","5.2108","264.38","323.979","4358.670","433.365",".0586","123.721","88.755","151.526","35.790","*","*","*","*","*","*"
"2014","11","10311068","臍橙","東河","6.27","3.3725","261.72","264.258","3244.391","341.814",".0595","158.591","61.638","48.958","19.960","*","*","*","*","*","*"
"2014","11","10311069","臍橙","東河","6.12","3.3712","161.86","287.928","2843.281","430.065",".0858","103.438","63.672","63.346","10.532","*","*","*","*","*","*"
"2014","11","10311070","臍橙","東河","6.2","3.7778","134.4","324.255","3159.275","478.036",".0639","126.591","75.826","77.332","12.080","*","*","*","*","*","*"
"2014","11","10311071","臍橙","東河","6.13","3.0849","103.765","330.886","3061.738","478.724",".0746","211.201","87.896","33.933","7.754","*","*","*","*","*","*"
"2014","11","10311072","臍橙","東河","6.14","3.8138","119.96","358.144","2784.683","438.691",".0904","207.952","92.542","32.871","5.751","*","*","*","*","*","*"
"2014","11","10311073","臍橙","東河","6.12","4.0022","46.165","366.235","2657.010","547.262",".0951","214.715","109.115","32.022","6.178","*","*","*","*","*","*"
"2014","11","10311074","臍橙","東河","6.17","4.3493","367.52","303.641","6088.983","534.721",".0942","309.480","127.476","55.627","33.185","*","*","*","*","*","*"
"2014","11","10311075","臍橙","東河","6.07","3.6278","260.47","360.389","3486.652","475.132",".105","121.999","76.671","65.283","23.819","*","*","*","*","*","*"
"2014","11","10311076","臍橙","東河","6.06","4.0493","290.03","292.562","5291.065","522.068",".1071","278.743","110.675","42.872","18.165","*","*","*","*","*","*"
"2014","11","10311077","臍橙","東河","6.17","3.5621","376.62","315.717","3597.727","395.114",".0649","182.547","63.727","97.404","16.943","*","*","*","*","*","*"
"2014","11","10311078","臍橙","東河","5.86","4.7645","195.775","358.467","4210.630","410.396",".1219","136.745","93.811","96.776","24.572","*","*","*","*","*","*"
"2014","11","10311079","臍橙","東河","5.95","5.2839","186.935","369.422","4199.188","438.044",".0891","74.837","76.093","110.604","18.326","*","*","*","*","*","*"
"2014","11","10311080","臍橙","東河","6.1","3.7022","158.105","342.502","3941.128","340.498",".0615","146.962","101.105","44.039","14.281","*","*","*","*","*","*"
"2014","11","10311081","臍橙","東河","5.99","4.1485","193.245","218.832","4105.027","427.025",".0743","286.222","117.124","51.761","14.381","*","*","*","*","*","*"
"2014","11","10311082","臍橙","東河","6.07","3.9712","122.62","239.822","3322.617","501.064",".0754","193.090","104.655","56.562","8.035","*","*","*","*","*","*"
"2014","11","10311083","臍橙","東河","6","3.7828","163.315","204.645","2758.437","415.945",".0605","143.898","69.929","48.978","11.265","*","*","*","*","*","*"
"2014","11","10311084","臍橙","東河","6.09","4.0877","297.84","186.055","5296.793","449.683",".0728","147.554","92.298","63.806","23.650","*","*","*","*","*","*"
"2014","11","10311085","臍橙","東河","6.09","3.639","99.515","155.051","2749.904","329.715",".0629","122.379","65.910","32.518","9.018","*","*","*","*","*","*"
"2014","11","10311086","臍橙","東河","6.05","3.008","198.305","225.061","2766.879","515.966",".0777","146.935","57.370","47.268","10.708","*","*","*","*","*","*"
"2014","11","10311087","臍橙","東河","5.88","4.6369","343.84","228.713","5112.407","542.573",".1133","152.975","98.983","118.933","34.044","*","*","*","*","*","*"
"2014","11","10311088","臍橙","東河","5.92","4.0394","257.9","231.473","3539.506","532.296",".0965","205.762","85.351","52.062","25.117","*","*","*","*","*","*"
"2014","11","10311089","臍橙","東河","5.56","4.9195","216.175","387.259","7955.492","648.818",".422","38.448","51.266","17.856","26.032","*","*","*","*","*","*"
"2014","11","10311090","臍橙","東河","5.63","7.092","305.18","374.646","5765.169","409.617",".24","33.548","67.124","23.696","17.416","*","*","*","*","*","*"
"2014","11","10311091","臍橙","東河","5.83","5.9186","118.61","341.070","4054.856","526.151",".1175","1.362","48.822","14.738","4.414","*","*","*","*","*","*"
"2014","11","10311092","臍橙","東河","5.85","6.1926","266.57","477.707","6481.365","520.492",".1308","36.524","74.576","52.322","21.445","*","*","*","*","*","*"
"2014","11","10311093","臍橙","東河","5.93","5.4662","123.715","435.161","14589.182","851.197",".196","未檢出","82.556","38.205","10.379","*","*","*","*","*","*"
"2014","11","10311094","臍橙","東河","6.08","6.9012","337.19","434.894","7147.665","503.593",".1362","44.223","79.634","44.457","26.712","*","*","*","*","*","*"
"2014","11","10311095","臍橙","東河","6.07","6.3376","243.53","325.506","5494.688","327.300",".1026","63.173","55.876","20.953","6.611","*","*","*","*","*","*"
"2014","11","10311096","臍橙","東河","5.92","7.4962","363.4","432.694","5957.165","455.381",".1354","80.294","72.654","46.188","8.399","*","*","*","*","*","*"
"2014","11","10311097","臍橙","東河","5.9","6.024","343.02","435.417","6432.128","798.004",".1673","31.393","61.890","39.265","94.762","*","*","*","*","*","*"
"2014","11","10311098","臍橙","東河","6.04","4.5749","218.515","276.045","4495.147","925.710",".1325","26.598","63.890","21.189","17.638","*","*","*","*","*","*"
"2014","11","10311099","臍橙","東河","6.02","5.843","363.66","358.492","5590.280","672.380",".1208","37.274","68.034","17.671","12.358","*","*","*","*","*","*"
"2014","11","10311100","臍橙","東河","5.98","7.578","364.69","445.156","4594.765","757.396",".1155","70.802","90.125","41.972","28.868","*","*","*","*","*","*"
"2014","11","10311101","臍橙","東河","6.47","4.0369","211.8","504.887","4677.711","641.161",".1282","7.203","53.276","23.075","13.494","*","*","*","*","*","*"
"2014","11","10311102","臍橙","東河","6.02","4.6121","172.285","425.815","2213.338","468.505",".0946","(15.372)","40.253","21.035","(0.532)","*","*","*","*","*","*"
"2014","11","10311103","臍橙","東河","5.92","5.2071","293.54","493.846","7456.975","768.959",".1626","36.609","69.086","27.145","13.312","*","*","*","*","*","*"
"2014","11","10311104","臍橙","東河","6.17","4.5563","199.315","352.994","3727.856","516.487",".101","54.277","66.601","23.044","4.112","*","*","*","*","*","*"
"2014","11","10311105","臍橙","東河","6.21","4.855","303.55","332.507","3078.230","466.247",".0771","41.768","51.941","29.594","42.968","*","*","*","*","*","*"
"2014","11","10311106","臍橙","東河","5.84","7.4466","540.86","428.025","12857.498","659.636",".232","3.206","74.121","22.263","42.176","*","*","*","*","*","*"
"2014","11","10311107","臍橙","東河","5.96","6.5496","394.94","460.641","5310.808","364.470",".1416","59.222","54.420","51.614","85.233","*","*","*","*","*","*"
"2014","11","10311108","臍橙","東河","5.93","5.4823","374.29","332.912","6961.903","421.668",".1331","61.089","52.625","18.280","219.979","*","*","*","*","*","*"
"2014","11","10311109","臍橙","東河","5.97","5.3707","295.1","332.669","5595.488","462.413",".1078","(1.260)","43.458","24.793","11.888","*","*","*","*","*","*"
"2014","11","10311110","臍橙","東河","5.9","6.6532","452.88","386.254","6700.024","333.450",".1419","102.241","55.896","23.925","10.399","*","*","*","*","*","*"
"2014","11","10311111","臍橙","東河","6.14","4.2873","150.84","274.520","2489.886","604.842",".0836","3.890","41.394","20.740","未檢出","*","*","*","*","*","*"
"2014","11","10311112","臍橙","東河","5.87","6.4219","342.08","355.319","3570.830","556.597",".1234","29.885","32.363","14.458","9.390","*","*","*","*","*","*"
"2014","11","10311113","臍橙","東河","5.82","5.8381","320.67","522.517","6232.160","461.631",".1218","3.685","62.155","50.368","20.659","*","*","*","*","*","*"
"2014","11","10311114","臍橙","東河","5.84","5.0261","123.575","303.886","2210.435","667.916",".085","未檢出","31.633","21.399","2.094","*","*","*","*","*","*"
"2014","11","10311115","臍橙","東河","5.7","5.6881","240.3","341.372","3934.528","867.915",".1253","未檢出","51.976","40.271","11.449","*","*","*","*","*","*"
"2014","11","10311116","有機米","海端段","5.79","2.3014","33.76","17.274","1666.003","35.682",".1237","381.550","13.840","9.974","未檢出","9.88","未檢出","0.98","未檢出","*","*"
"2014","11","10311117","有機米","海端段","5.77","2.2035","9.95","19.644","6651.065","79.381",".225","356.923","64.479","8.934","0.022","9.29","未檢出","1.62","未檢出","*","*"
"2014","11","10311118","有機米","海端段","5.9","2.0052","1.2","23.247","16918.619","162.398",".288","1092.521","264.629","11.559","5.056","13.70","未檢出","4.16","未檢出","*","*"
"2014","11","10311119","有機米","海端段","5.99","2.0572","15.57","14.956","4212.030","61.772",".239","300.027","41.155","8.141","未檢出","8.66","未檢出","1.41","未檢出","*","*"
"2014","11","10311120","有機米","海端段","6.08","1.875","21.965","14.068","3566.989","53.115",".1767","367.624","35.221","8.556","未檢出","9.01","未檢出","1.39","未檢出","*","*"
"2014","11","10311121","有機米","海端段","6.13","1.8949","25.95","11.874","2474.450","50.843",".1818","329.179","19.842","8.705","未檢出","9.29","未檢出","1.32","未檢出","*","*"
"2014","11","10311122","有機咖啡","延平鄉紅葉段","6.6","4.1766","71.755","47.551","428.075","95.809",".345","138.751","23.796","2.855","未檢出","6.57","未檢出","0.02","未檢出","*","*"
"2014","11","10311123","花生","鹿野段","6.14","6.4319","116.78","148.763","2423.851","244.043",".13","206.670","76.035","5.261","3.460","*","*","*","*","*","*"
"2014","11","10311124","花生","鹿野段","6.33","5.4356","85.585","94.275","2151.396","200.999",".0713","207.647","62.515","5.675","2.214","*","*","*","*","*","*"
"2014","11","10311125","蔬菜","東農","5.86","2.4829","342.66","97.694","4747.069","242.021",".36","225.629","64.150","22.178","47.116","*","*","*","*","*","*"
"2014","11","10311126","蔬菜","東農","5.99","2.3812","278.61","67.779","4046.087","187.813",".229","246.073","51.364","38.906","27.085","*","*","*","*","*","*"
"2014","11","10311127","小米","知本","6.11","2.7254","40.505","32.098","1281.723","83.332",".185","226.772","5.390","9.932","0.636","*","*","*","*","*","*"
"2014","11","10311128","小米","知本","5.95","2.4704","32.61","32.289","3704.415","329.878",".286","642.027","84.814","10.348","2.517","*","*","*","*","*","*"
"2014","11","10311129","小米","知本","5.66","3.2506","44.705","61.732","1362.059","129.983",".5","231.023","未檢出","11.130","0.940","*","*","*","*","*","*"
"2014","11","10311130","小米","知本","5.75","3.3448","39.3","42.121","1662.988","126.034",".325","304.718","16.293","11.195","0.665","*","*","*","*","*","*"
"2014","11","10311131","小米","知本","5.77","2.4038","20.035","32.659","7080.897","526.446",".438","1136.351","169.380","10.333","4.163","*","*","*","*","*","*"
"2014","11","10311132","小米","知本","5.74","2.1449","14.58","35.164","8977.298","599.350","1.061","1075.595","168.284","10.274","2.952","*","*","*","*","*","*"
"2014","11","10311133","小米","知本","5.67","2.4653","59.07","43.013","1502.597","66.571",".593","157.573","未檢出","8.194","未檢出","*","*","*","*","*","*"
"2014","11","10311134","葡萄","都蘭糖場後面","6.18","2.6928","39.92","219.749","2837.559","684.173",".0821","20.533","20.398","4.102","未檢出","*","*","*","*","*","*"
"2014","11","10311135","茶葉","南八里","6.02","4.2357","18.01","87.145","2528.792","384.468",".1067","112.307","67.799","1.250","未檢出","*","*","*","*","*","*"
"2014","11","10311136","咖啡","延平鄉紅葉段","6.2","3.8638","31.33","63.021","316.347","53.581",".24","24.207","2.464","3.153","12.773","6.18","*","0.27","*","*","*"
"2014","11","10311137","蔬菜","廣東路","5.86","3.3448","576.06","500.985","12926.393","686.259","1.032","121.073","132.907","6.127","63.061","*","*","*","*","*","*"
"2014","11","10311138","蔬菜","廣東路","6.29","1.866","396.55","148.559","5797.632","256.611",".448","266.605","76.604","6.410","27.241","*","*","*","*","*","*"
"2014","11","10311139","蔬菜","廣東路","6.22","3.0194","498.80","456.181","11014.350","524.137",".561","185.943","120.509","6.548","70.965","*","*","*","*","*","*"
"2014","11","10311140","水稻","興富","6.29","3.2971","43.90","59.366","5475.966","284.286",".454","1287.239","169.989","9.611","4.511","*","*","*","*","*","*"
"2014","11","10311141","水稻","興富","6.52","3.2154","34.17","48.490","4524.590","231.985",".434","1598.024","175.588","9.081","3.287","*","*","*","*","*","*"
"2014","11","10311142","水稻","606-1","6.37","3.3838","98.38","68.774","4845.228","317.204",".609","822.054","176.989","8.412","3.201","*","*","*","*","*","*"
"2014","11","10311143","水稻","785-1","5.22","3.2644","19.18","40.767","1794.930","149.791",".392","689.411","7.105","8.009","0.235","*","*","*","*","*","*"
"2014","11","10311144","水稻","萬朝段","5.51","1.4351","58.77","未檢出","867.927","37.366",".1504","77.122","13.207","3.722","未檢出","*","*","*","*","*","*"
"2014","11","10311145","水稻","大池段","5.58","3.1853","36.86","50.838","2510.983","209.215",".1577","460.485","58.061","5.991","1.493","*","*","*","*","*","*"
"2014","11","10311146","水稻","池上段","5.6","1.856","88.80","33.717","794.555","85.337",".095","未檢出","16.569","0.285","未檢出","*","*","*","*","*","*"
"2014","11","10311147","果樹","鹿野段","5.78","3.2783","145.47","83.308","641.578","72.544",".0371","66.937","18.268","2.670","未檢出","6.80","未檢出","0.28","未檢出","*","*"
"2014","11","10311148","果樹","鹿野段","5.67","3.2205","194.91","150.843","1282.554","88.472",".0444","36.735","29.745","1.785","0.832","7.24","未檢出","0.30","未檢出","*","*"
"2014","11","10311149","果樹","鹿野段","5.76","3.3687","246.34","162.984","1499.819","112.969",".052","15.747","43.054","1.701","2.997","6.19","未檢出","0.36","未檢出","*","*"
"2014","11","10311150","有機果樹","澱粉段","5.59","4.4694","259.60","118.770","2963.668","268.913",".1451","110.042","78.957","1.786","24.212","2.82","未檢出","0.67","未檢出","*","*"
"2014","11","10311151","有機果樹","澱粉段","5.87","4.3563","243.23","78.734","3641.838","303.346",".0879","146.330","98.002","2.457","27.901","3.55","未檢出","0.85","未檢出","*","*"
"2014","11","10311152","蔬菜","正氣北路","5.89","15.3996","153.44","2910.604","3942.647","1274.199",".659","未檢出","52.759","未檢出","4.462","*","*","*","*","*","*"
"2014","11","10311153","巴西磨菇","","5.95",".8759","26.15","25.894","10853.136","1538.015",".198","46.806","32.487","0.695","未檢出","*","*","*","*","*","*"
"2014","11","10311154","蔬菜","成功鎮北都歷段","6.24","4.1804","6.32","93.919","1853.660","619.790",".068","27.208","63.222","2.169","未檢出","*","*","*","*","*","*"
"2014","11","10311155","蔬菜","葡萄園","6.11","3.8638","188.92","469.046","3357.786","568.304",".0852","58.267","57.572","4.616","29.074","*","*","*","*","*","*"
"2014","11","10311156","果樹.香草","五線","6.36","2.7656","30.62","65.539","1865.355","608.081",".041","101.216","38.814","1.535","4.092","*","*","*","*","*","*"
"2014","11","10311157","紅藜","五線工作室","6.06","4.3173","28.555","133.617","4600.842","964.718",".201","404.506","93.869","8.251","5.726","*","*","*","*","*","*"
"2014","11","10311158","荖葉","康樂","6.31",".7704","193.05","未檢出","1738.742","80.129",".0756","170.226","18.491","20.759","10.500","*","*","*","*","*","*"
"2014","11","10311159","番荔枝","太麻里","6.11","1.7605","183.345","30.631","3052.304","98.041",".1209","174.869","92.139","3.991","5.477","*","*","*","*","*","*"
"2014","11","10311160","番荔枝","太麻里","6.45",".7767","77.84","21.524","3662.713","81.380",".0503","109.049","111.260","2.643","2.064","*","*","*","*","*","*"
"2014","11","10311161","番荔枝","太麻里","6.38",".9626","113.25","11.016","3500.015","85.074",".0528","67.689","93.125","1.910","1.057","*","*","*","*","*","*"
"2014","11","10311162","番荔枝","太麻里","5.79","1.0506","243.23","164.459","3862.252","94.612",".718","239.935","99.068","4.183","4.561","*","*","*","*","*","*"
"2014","11","10311163","番荔枝","太麻里","6.66",".6661","126.665","13.481","3274.274","74.584",".093","80.824","107.167","1.766","0.494","*","*","*","*","*","*"
"2014","11","10311164","番荔枝","太麻里","6.64",".7365","88.455","6.735","3923.362","96.412",".1078","115.020","116.441","2.059","1.137","*","*","*","*","*","*"
"2014","11","10311165","番荔枝","太麻里","6.61",".6247","74.4","6.772","3360.706","75.928",".0662","172.955","102.545","4.185","0.943","*","*","*","*","*","*"
"2014","11","10311166","番荔枝","太麻里","6.48","1.6964","228.69","31.435","3300.597","105.321",".0914","224.228","88.661","5.051","7.823","*","*","*","*","*","*"
"2014","11","10311167","番荔枝","太麻里","6.71",".548","60.13","5.618","3628.386","68.972",".0489","117.018","90.979","2.603","0.808","*","*","*","*","*","*"
"2014","11","10311168","番荔枝","太麻里","6.57",".9425","195.3","13.939","4376.480","110.174",".0636","181.917","123.537","3.017","4.345","*","*","*","*","*","*"
"2014","11","10311169","番荔枝","太麻里","6.61","1.5104","185.325","21.518","4355.781","108.194",".0644","98.508","111.533","1.821","7.127","*","*","*","*","*","*"
"2014","11","10311170","番荔枝","太麻里","6.46","1.567","212.735","22.146","3350.891","96.444",".0882","180.045","104.912","3.405","4.496","*","*","*","*","*","*"
"2014","11","10311171","番荔枝","太麻里","6.68",".886","118.425","5.724","2978.783","73.043",".0452","130.048","81.006","2.771","2.100","*","*","*","*","*","*"
"2014","11","10311172","番荔枝","太麻里","6.41","1.5632","161.625","6.793","3291.214","101.234",".0854","92.746","102.718","1.646","6.733","*","*","*","*","*","*"
"2014","11","10311173","番荔枝","太麻里","6.59","1.7253","217.265","23.390","3775.563","113.386",".0728","181.279","97.474","4.264","8.498","*","*","*","*","*","*"
"2014","11","10311174","番荔枝","太麻里","6.71",".798","134.485","0.765","4120.468","90.229",".0512","179.920","127.904","3.875","1.963","*","*","*","*","*","*"
"2014","11","10311175","番荔枝","太麻里","6.61","1.4426","188.82","13.645","3883.303","91.478",".0709","118.450","97.540","2.232","7.332","*","*","*","*","*","*"
"2014","11","10311176","番荔枝","太麻里","6.5","1.2742","179.085","18.715","4417.297","120.080",".0646","110.795","115.729","1.963","6.564","*","*","*","*","*","*"
"2014","11","10311177","番荔枝","太麻里","6.65","1.5217","211.335","27.668","2586.396","87.010",".0813","205.917","72.809","4.438","5.479","*","*","*","*","*","*"
"2014","11","10311178","番荔枝","太麻里","6.87",".4136","45.105","0.183","3715.629","78.880",".0419","158.931","112.411","2.176","未檢出","*","*","*","*","*","*"
"2014","11","10311179","番荔枝","太麻里","6.72","1.5149","108.75","11.193","3763.936","85.938",".0494","210.288","111.318","3.727","2.240","*","*","*","*","*","*"
"2014","11","10311180","番荔枝","太麻里","6.89","1.0955","44.86","未檢出","4357.647","95.471",".0409","103.904","147.820","1.750","未檢出","*","*","*","*","*","*"
"2014","11","10311181","番荔枝","太麻里","7.1","2.2957","149.365","48.929","3368.751","94.990",".781","220.242","89.063","4.952","4.364","*","*","*","*","*","*"
"2014","11","10311182","番荔枝","太麻里","6.91","1.9205","125.45","37.388","3546.996","88.155",".269","192.925","103.831","4.351","3.896","*","*","*","*","*","*"
"2014","11","10311183","番荔枝","太麻里","7.12","1.399","73.67","36.612","5240.397","92.447",".196","180.266","138.617","3.466","2.492","*","*","*","*","*","*"
"2014","11","10311184","番荔枝","太麻里","6.08","2.7647","259.54","77.471","6152.331","116.230",".766","290.736","156.660","5.483","6.774","*","*","*","*","*","*"
"2014","11","10311185","番荔枝","太麻里","6.57","3.3441","160.94","56.053","3282.172","104.175",".188","278.902","83.594","6.345","7.812","*","*","*","*","*","*"
"2014","11","10311186","玉米","知本","6.1","5.2368","11.445","72.015","10439.904","737.002",".993","1223.564","340.915","9.374","4.425","*","*","*","*","*","*"
"2014","11","10311187","大豆","太麻里","7",".6734","15.685","4.578","7087.531","110.954",".267","165.997","188.803","1.823","0.090","*","*","*","*","*","*"
"2014","11","10311188","大豆","太麻里","6.92",".5024","6.38","1.186","7730.089","132.571",".0948","228.068","184.923","2.431","(0.119)","*","*","*","*","*","*"
"2014","11","10311189","大豆","太麻里","7.09",".4693","9.11","1.108","6751.939","116.653",".0687","191.134","185.113","2.337","(0.075)","*","*","*","*","*","*"
"2014","11","10311190","大豆","太麻里","6.65","4.2656","35.34","21.775","6645.409","169.645",".1504","171.038","209.628","2.608","2.810","*","*","*","*","*","*"
"2014","11","10311191","大豆","太麻里","6.69","3.2503","98.125","16.536","7295.200","177.454",".1246","160.644","210.145","2.036","3.610","*","*","*","*","*","*"
"2014","11","10311192","大豆","太麻里","6.63","4.5195","35.045","21.550","7354.404","200.874",".1568","182.512","216.559","2.623","2.484","*","*","*","*","*","*"
"2014","11","10311193","荖葉","開發隊","6.51","2.9275","117.91","36.834","12861.152","338.738",".295","304.740","209.065","20.734","12.207","*","*","*","*","*","*"
"2014","11","10311194","堆肥(雞糞)","台東市建康段","8.25","*","*","*","*","*","8.69","*","*","*","*","*","*","*","*","*","*"
"2014","11","10311195","堆肥(雞糞)","台東市建康段","9.05","*","*","*","*","*","12.58","*","*","*","*","*","*","*","*","*","*"
"2014","11","10311196","薑","鎮樂","6.88","3.9125","148.975","47.413","1998.266","103.972",".1038","109.279","28.162","8.808","7.183","","","","","",""
"2014","11","10311197","薑","鎮樂","7.02","3.7138","160.315","23.476","2215.724","104.337",".0655","146.640","33.602","9.128","7.614","","","","","",""
"2014","11","10311198","薑","建東","6.56","6.5887","51.48","41.623","1642.352","179.197",".1017","39.069","36.148","34.820","5.787","","","","","",""
"2014","11","10311199","薑","建東","6.75","4.1801","41.09","26.713","1350.029","147.138",".0777","39.723","29.995","6.047","0.775","","","","","",""
"2014","11","10311200","番荔枝","初鹿一","6.55","3.071","198.085","33.693","40826.890","417.955",".0949","(36.560)","207.388","2.420","18.011","","","","","",""
"2014","11","10311201","番荔枝","初鹿二","6.69","2.6516","40.01","5.773","13837.900","307.936",".0815","91.049","115.373","4.199","(0.446)","","","","","",""
"2014","11","10311202","番荔枝","初鹿三","6.58","2.0198","156.47","18.176","2141.932","59.761",".091","100.572","22.008","5.737","10.931","","","","","",""
"2014","10","10310001","蔬菜","利吉","5.85","2.95","144.8","83.77","5379.41","445.51",".0735","555.41","172.28","5.83","16.18","*","*","*","*","","*"
"2014","10","10310002","蔬菜","利吉","5.93","3.38","217.05","221.10","4561.80","490.43",".0932","747.33","186.68","8.45","25.68","*","*","*","*","","*"
"2014","10","10310003","蔬菜","利吉","6.35","3.44","61.22","147.29","25106.37","551.15",".155","530.10","207.30","6.99","43.22","*","*","*","*","","*"
"2014","10","10310004","蔬菜","利吉","6.67","0.55","11.195","46.31","9668.94","824.73",".1055","139.16","111.08","0.78","2.63","*","*","*","*","","*"
"2014","10","10310005","柑橘、畺黃","樂山段","6.55","3.83","210.455","262.79","1781.81","131.42",".0856","477.08","41.79","7.47","7.07","*","*","*","*","","*"
"2014","10","10310006","柑橘、畺黃","樂山段","6.46","3.35","108.875","199.16","1211.04","96.37",".0758","380.29","24.50","5.26","3.66","*","*","*","*","","*"
"2014","10","10310007","未填寫","","6.37","4.39","95.045","178.87","1083.08","170.16",".0619","196.37","65.52","3.10","5.02","*","*","*","*","","*"
"2014","10","10310008","蔬菜","原生植物園","6.23","2.29","71.93","222.62","1531.30","160.76",".0557","27.87","57.11","1.90","4.46","*","*","*","*","","*"
"2014","10","10310009","蔬菜","原生植物園","6.1","2.88","36.41","162.97","1584.13","182.73",".0772","104.23","68.32","2.59","3.92","*","*","*","*","","*"
"2014","10","10310010","蔬菜","原生植物園","5.69","3.03","74.52","109.01","730.92","110.82",".0654","72.96","32.97","2.96","6.75","*","*","*","*","","*"
"2014","10","10310011","番荔枝","康樂段","6.6","1.38","254.77","23.018","2579.013","134.301",".1202","203.034","41.644","12.01","20.658","*","*","*","*","","*"
"2014","10","10310012","文旦","岩灣段","6.57","2.04","478.16","162.919","3365.590","400.988",".1413","546.961","66.377","1.88","10.383","*","*","*","*","","*"
"2014","10","10310013","紅龍果","丰康段","6.37","1.246","273.12","107.811","1959.012","91.704",".1246","498.126","31.884","7.808","7.888","*","*","*","*","","*"
"2014","10","10310014","紅龍果","丰康段","5.85","2.3446","247.01","68.917","2062.284","133.114",".1919","385.373","39.276","7.744","6.438","*","*","*","*","","*"
"2014","10","10310015","洛神、玉米筍","池上牧野段","6.25","2.234","4.32","49.883","1745.304","582.795",".0357","190.716","40.093","2.239","2.297","*","*","*","*","","*"
"2014","10","10310016","薑黃","卑南鄉利家段","6.17","2.6488","36.58","36.651","2353.402","143.133",".0483","104.698","111.181","4.516","3.000","未檢出","0.765","未檢出","*","","4.014"
"2014","10","10310017","薑黃","利泰段","6.19","2.3969","39.655","20.301","2494.875","103.216",".0468","74.734","101.552","4.197","5.000","未檢出","1.321","未檢出","*","","3.53"
